Date,Subs,Name,Total,Views,Views Total
2016-08-12,23001,RiceLive,3619387,2692837,235218095
2016-08-13,27424,RiceLive,3642388,3534877,237910932
2016-08-14,21807,RiceLive,3669812,1865710,241445809
2016-08-15,23197,RiceLive,3691619,0,243311519
2016-08-16,29395,RiceLive,3714816,3127767,243311519
2016-07-17,1061,FunForLouis,1819581,178952,217861422
2016-07-18,1065,FunForLouis,1820642,0,218040374
2016-07-19,542,FunForLouis,1821707,465456,218040374
2016-07-20,334,FunForLouis,1822249,163123,218505830
2016-07-21,297,FunForLouis,1822583,221737,218668953
2016-07-22,108,FunForLouis,1822880,164290,218890690
2016-07-23,530,FunForLouis,1822988,143585,219054980
2016-07-24,457,FunForLouis,1823518,147995,219198565
2016-07-25,343,FunForLouis,1823975,0,219346560
2016-07-26,92,FunForLouis,1824318,235764,219346560
2016-07-27,213,FunForLouis,1824410,87538,219582324
2016-07-28,240,FunForLouis,1824623,117447,219669862
2016-07-29,219,FunForLouis,1824863,82922,219787309
2016-07-30,212,FunForLouis,1825082,107458,219870231
2016-07-31,381,FunForLouis,1825294,76908,219977689
2016-08-01,370,FunForLouis,1825675,0,220054597
2016-08-02,392,FunForLouis,1826045,247321,220054597
2016-08-03,1075,FunForLouis,1826437,149549,220301918
2016-08-04,482,FunForLouis,1827512,82268,220451467
2016-08-05,142,FunForLouis,1827994,165572,220533735
2016-08-06,281,FunForLouis,1828136,88520,220699307
2016-08-07,427,FunForLouis,1828417,126775,220787827
2016-08-08,126,FunForLouis,1828844,0,220914602
2016-08-09,582,FunForLouis,1828970,165238,220914602
2016-08-10,722,FunForLouis,1829552,191115,221079840
2016-08-11,1501,FunForLouis,1830274,250454,221270955
2016-08-12,2314,FunForLouis,1831775,238393,221521409
2016-08-13,3206,FunForLouis,1834089,266770,221759802
2016-08-14,3625,FunForLouis,1837295,286256,222026572
2016-08-15,4221,FunForLouis,1840920,0,222312828
2016-08-16,4111,FunForLouis,1845141,769990,222312828
2016-08-17,9502,FunForLouis,1849252,392586,223082818
2016-08-18,4741,FunForLouis,1858754,616637,223475404
2016-08-19,2455,FunForLouis,1863495,986334,224092041
2016-08-20,1429,FunForLouis,1865950,649436,225078375
2016-08-21,820,FunForLouis,1867379,457950,225727811
2016-08-22,449,FunForLouis,1868199,392019,226185761
2016-08-23,315,FunForLouis,1868648,326461,226577780
2016-08-24,151,FunForLouis,1868963,288040,226904241
2016-08-25,-292,FunForLouis,1869114,217834,227192281
2016-08-26,-18,FunForLouis,1868822,79993,227410115
2016-08-27,900,FunForLouis,1868804,207723,227490108
2016-08-28,230,FunForLouis,1869704,251044,227697831
2016-08-29,176,FunForLouis,1869934,0,227948875
2016-08-30,163,FunForLouis,1870110,669872,227948875
2016-08-31,190,FunForLouis,1870273,256056,228618747
2016-09-01,71,FunForLouis,1870463,180451,228874803
2016-09-02,-95,FunForLouis,1870534,164763,229055254
2016-09-03,-77,FunForLouis,1870439,145998,229220017
2016-09-04,-379,FunForLouis,1870362,0,229366015
2016-09-05,-144,FunForLouis,1869983,180961,229366015
2016-09-06,-303,FunForLouis,1869839,364116,229546976
2016-09-07,-34,FunForLouis,1869536,144936,229911092
2016-09-08,54,FunForLouis,1869502,134028,230056028
2016-09-09,-116,FunForLouis,1869556,139934,230190056
2016-09-10,-718,FunForLouis,1869440,109441,230329990
2016-09-11,-1,FunForLouis,1868722,129641,230439431
2016-09-12,-243,FunForLouis,1868721,132081,230569072
2016-09-13,-370,FunForLouis,1868478,89127,230701153
2016-09-14,-137,FunForLouis,1868108,114656,230790280
2016-09-15,-69,FunForLouis,1867971,0,230904936
2016-09-16,-202,FunForLouis,1867902,214786,230904936
2016-09-17,-75,FunForLouis,1867700,109988,231119722
2017-02-19,2190,JonTronShow,3088808,265667,401906197
2017-02-20,1828,JonTronShow,3090998,276660,402171864
2017-02-21,1792,JonTronShow,3092826,275483,402448524
2017-02-22,2061,JonTronShow,3094618,241412,402724007
2017-02-23,2246,JonTronShow,3096679,231906,402965419
2017-02-24,5138,JonTronShow,3098925,236358,403197325
2017-02-25,2877,JonTronShow,3104063,1148659,403433683
2017-02-26,2287,JonTronShow,3106940,0,404582342
2017-02-27,1971,JonTronShow,3109227,1568863,404582342
2017-02-28,1703,JonTronShow,3111198,365238,406151205
2017-03-01,1713,JonTronShow,3112901,335584,406516443
2017-03-02,1304,JonTronShow,3114614,303156,406852027
2017-03-03,1469,JonTronShow,3115918,527299,407155183
2017-03-04,1624,JonTronShow,3117387,0,407682482
2017-03-05,1317,JonTronShow,3119011,291992,407682482
2017-03-06,1225,JonTronShow,3120328,293601,407974474
2017-03-07,854,JonTronShow,3121553,243960,408268075
2017-03-08,1177,JonTronShow,3122407,227576,408512035
2017-03-09,1177,JonTronShow,3123584,222229,408739611
2017-03-10,1280,JonTronShow,3124761,212864,408961840
2017-03-11,1275,JonTronShow,3126041,227602,409174704
2017-03-12,-5019,JonTronShow,3127316,248853,409402306
2017-03-13,-4751,JonTronShow,3122297,261759,409651159
2017-03-14,-482,JonTronShow,3117546,277131,409912918
2017-03-15,532,JonTronShow,3117064,284919,410190049
2017-03-16,222,JonTronShow,3117596,284088,410474968
2017-03-17,193,JonTronShow,3117818,265530,410759056
2017-03-18,2658,JonTronShow,3118011,-2459010,411024586
2017-03-19,1881,JonTronShow,3120669,267406,408565576
2017-03-20,1018,JonTronShow,3122550,275060,408832982
2017-03-21,1043,JonTronShow,3123568,250361,409108042
2017-03-22,469,JonTronShow,3124611,242391,409358403
2017-03-23,5344,JonTronShow,3125080,234856,409600794
2017-03-24,4105,JonTronShow,3130424,528034,409835650
2017-03-25,1778,JonTronShow,3134529,305702,410363684
2017-03-26,1697,JonTronShow,3136307,288089,410669386
2017-03-27,1917,JonTronShow,3138004,0,410957475
2017-03-28,1225,JonTronShow,3139921,237096,410957475
2017-03-29,907,JonTronShow,3141146,226107,411194571
2017-03-30,913,JonTronShow,3142053,223053,411420678
2017-03-31,1284,JonTronShow,3142966,215861,411643731
2017-04-01,1137,JonTronShow,3144250,220483,411859592
2017-04-02,1041,JonTronShow,3145387,236545,412080075
2017-04-03,897,JonTronShow,3146428,239512,412316620
2017-04-04,1007,JonTronShow,3147325,413027,412556132
2017-04-05,829,JonTronShow,3148332,0,412969159
2017-04-06,901,JonTronShow,3149161,200030,412969159
2017-04-07,1046,JonTronShow,3150062,190438,413169189
2017-04-08,1033,JonTronShow,3151108,422023,413359627
2017-04-09,857,JonTronShow,3152141,0,413781650
2017-04-10,914,JonTronShow,3152998,231571,413781650
2017-04-11,930,JonTronShow,3153912,207516,414013221
2017-04-12,1002,JonTronShow,3154842,198989,414220737
2017-04-13,985,JonTronShow,3155844,202400,414419726
2017-04-14,1055,JonTronShow,3156829,421500,414622126
2017-04-15,1001,JonTronShow,3157884,219941,415043626
2017-04-16,951,JonTronShow,3158885,0,415263567
2017-04-17,936,JonTronShow,3159836,224528,415263567
2017-04-18,776,JonTronShow,3160772,219138,415488095
2017-04-19,880,JonTronShow,3161548,190959,415707233
2017-03-03,5485,H3H3Productions,3576504,2808390,508069445
2017-03-04,6073,H3H3Productions,3581989,0,510877835
2017-03-05,5055,H3H3Productions,3588062,1902956,510877835
2017-03-06,4539,H3H3Productions,3593117,2734532,512780791
2017-03-07,4255,H3H3Productions,3597656,773984,515515323
2017-03-08,4414,H3H3Productions,3601911,0,516289307
2017-03-09,3588,H3H3Productions,3606325,2210170,516289307
2017-03-10,3630,H3H3Productions,3609913,1338717,518499477
2017-03-11,3257,H3H3Productions,3613543,901616,519838194
2017-03-12,3830,H3H3Productions,3616800,1982777,520739810
2017-03-13,3547,H3H3Productions,3620630,1712046,522722587
2017-03-14,4173,H3H3Productions,3624177,1035716,524434633
2017-03-15,6557,H3H3Productions,3628350,1483901,525470349
2017-03-16,5772,H3H3Productions,3634907,1191438,526954250
2017-03-17,3842,H3H3Productions,3640679,2313451,528145688
2017-03-18,4618,H3H3Productions,3644521,1517959,530459139
2017-03-19,3932,H3H3Productions,3649139,1086689,531977098
2017-03-20,3662,H3H3Productions,3653071,971768,533063787
2017-03-21,3867,H3H3Productions,3656733,773543,534035555
2017-03-22,3140,H3H3Productions,3660600,3133844,534809098
2017-03-23,2720,H3H3Productions,3663740,0,537942942
2017-03-24,3149,H3H3Productions,3666460,2348795,537942942
2017-03-25,2813,H3H3Productions,3669609,1254459,540291737
2017-03-26,3134,H3H3Productions,3672422,2154894,541546196
2017-03-27,3829,H3H3Productions,3675556,0,543701090
2017-03-28,3962,H3H3Productions,3679385,1511475,543701090
2017-03-29,6684,H3H3Productions,3683347,2456336,545212565
2017-03-30,5821,H3H3Productions,3690031,1309258,547668901
2017-03-31,7642,H3H3Productions,3695852,963119,548978159
2017-04-01,12398,H3H3Productions,3703494,1498767,549941278
2017-04-02,6872,H3H3Productions,3715892,2379201,551440045
2017-04-03,4448,H3H3Productions,3722764,2407688,553819246
2017-04-04,3627,H3H3Productions,3727212,3404358,556226934
2017-04-05,3451,H3H3Productions,3730839,0,559631292
2017-04-06,2819,H3H3Productions,3734290,727929,559631292
2017-04-07,3276,H3H3Productions,3737109,646621,560359221
2017-04-08,2916,H3H3Productions,3740385,1218170,561005842
2017-04-09,3105,H3H3Productions,3743301,0,562224012
2017-04-10,3254,H3H3Productions,3746406,1853560,562224012
2017-04-11,2756,H3H3Productions,3749660,1476002,564077572
2017-04-12,3062,H3H3Productions,3752416,780076,565553574
2017-04-13,3632,H3H3Productions,3755478,1801085,566333650
2017-04-14,2463,H3H3Productions,3759110,2350858,568134735
2017-04-15,3508,H3H3Productions,3761573,1909051,570485593
2017-04-16,4636,H3H3Productions,3765081,0,572394644
2017-04-17,4877,H3H3Productions,3769717,1613119,572394644
2017-04-18,4718,H3H3Productions,3774594,1249894,574007763
2017-04-19,5358,H3H3Productions,3779312,950142,575257657
2017-04-20,4188,H3H3Productions,3784670,2137784,576207799
2017-04-21,4547,H3H3Productions,3788858,1693860,578345583
2017-04-22,4634,H3H3Productions,3793405,1948293,580039443
2017-04-23,3578,H3H3Productions,3798039,0,581987736
2017-04-24,3225,H3H3Productions,3801617,0,581987736
2017-04-25,3158,H3H3Productions,3804842,948287,581987736
2017-04-26,4429,H3H3Productions,3808000,3738605,582936023
2017-04-27,3050,H3H3Productions,3812429,912628,586674628
2017-04-28,1905,H3H3Productions,3815479,861201,587587256
2017-04-29,1714,H3H3Productions,3817384,2317482,588448457
2017-04-30,2614,H3H3Productions,3819098,1935744,590765939
2017-05-01,3454,H3H3Productions,3821712,0,592701683
2017-05-02,3146,H3H3Productions,3825166,1320899,592701683
2017-05-03,2987,H3H3Productions,3828312,854229,594022582
2017-03-22,1325,DaddyoFive,720600,479686,160435180
2017-03-23,1276,DaddyoFive,721925,517849,160914866
2017-03-24,1984,DaddyoFive,723201,972992,161432715
2017-03-25,1831,DaddyoFive,725185,509261,162405707
2017-03-26,1135,DaddyoFive,727016,556150,162914968
2017-03-27,1052,DaddyoFive,728151,0,163471118
2017-03-28,780,DaddyoFive,729203,504575,163471118
2017-03-29,1167,DaddyoFive,729983,481051,163975693
2017-03-30,1437,DaddyoFive,731150,412803,164456744
2017-03-31,1061,DaddyoFive,732587,594329,164869547
2017-04-01,1089,DaddyoFive,733648,577991,165463876
2017-04-02,964,DaddyoFive,734737,588534,166041867
2017-04-03,903,DaddyoFive,735701,635119,166630401
2017-04-04,748,DaddyoFive,736604,562995,167265520
2017-04-05,742,DaddyoFive,737352,481274,167828515
2017-04-06,671,DaddyoFive,738094,459850,168309789
2017-04-07,4667,DaddyoFive,738765,418326,168769639
2017-04-08,2649,DaddyoFive,743432,1200892,169187965
2017-04-09,1743,DaddyoFive,746081,0,170388857
2017-04-10,1233,DaddyoFive,747824,809114,170388857
2017-04-11,1497,DaddyoFive,749057,600298,171197971
2017-04-12,1307,DaddyoFive,750554,695693,171798269
2017-04-13,1337,DaddyoFive,751861,673013,172493962
2017-04-14,1217,DaddyoFive,753198,1313401,173166975
2017-04-15,1846,DaddyoFive,754415,670459,174480376
2017-04-16,2431,DaddyoFive,756261,0,175150835
2017-04-17,3284,DaddyoFive,758692,727166,175150835
2017-04-18,3603,DaddyoFive,761976,1077917,175878001
2017-04-19,1008,DaddyoFive,765579,-3014234,176955918
2017-04-20,127,DaddyoFive,766587,-173202897,173941684
2017-04-21,-710,DaddyoFive,766714,340256,738787
2017-04-22,-157,DaddyoFive,766004,220175,1079043
2017-04-23,-250,DaddyoFive,765847,-801643,1299218
2017-04-24,-316,DaddyoFive,765597,0,497575
2017-04-25,-199,DaddyoFive,765281,283899,497575
2017-04-26,-131,DaddyoFive,765082,322321,781474
2017-04-27,-345,DaddyoFive,764951,143068,1103795
2017-04-28,-560,DaddyoFive,764606,92817,1246863
2017-04-29,-675,DaddyoFive,764046,78139,1339680
2017-04-30,-483,DaddyoFive,763371,64316,1417819
2017-05-01,-3,DaddyoFive,762888,54979,1482135
2017-05-02,647,DaddyoFive,762885,104896,1537114
2017-05-03,52,DaddyoFive,763532,497138,1642010
2017-05-04,71,DaddyoFive,763584,656231,2139148
2017-05-05,-368,DaddyoFive,763655,356696,2795379
2017-05-06,-562,DaddyoFive,763287,210842,3152075
2017-05-07,-439,DaddyoFive,762725,134794,3362917
2017-05-08,-413,DaddyoFive,762286,112760,3497711
2017-05-09,-422,DaddyoFive,761873,80677,3610471
2017-05-10,-371,DaddyoFive,761451,58266,3691148
2017-05-11,-350,DaddyoFive,761080,47130,3749414
2017-05-12,-606,DaddyoFive,760730,44469,3796544
2017-05-13,-532,DaddyoFive,760124,45135,3841013
2017-05-14,-404,DaddyoFive,759592,35698,3886148
2017-05-15,-300,DaddyoFive,759188,37095,3921846
2017-05-16,-387,DaddyoFive,758888,29954,3958941
2017-05-17,-271,DaddyoFive,758501,26082,3988895
2017-05-18,-679,DaddyoFive,758230,19722,4014977
2017-05-19,-513,DaddyoFive,757551,21392,4034699
2017-05-20,-669,DaddyoFive,757038,16265,4056091
2017-05-21,-433,DaddyoFive,756369,38453,4072356
2017-05-22,-426,DaddyoFive,755936,0,4110809
2017-05-03,22420,Jake Paul,4899443,5615706,558186067
2017-05-04,25688,Jake Paul,4921863,5499618,563801773
2017-05-05,30924,Jake Paul,4947551,6044260,569301391
2017-05-06,32861,Jake Paul,4978475,6492643,575345651
2017-05-07,21842,Jake Paul,5011336,7173670,581838294
2017-05-08,23209,Jake Paul,5033178,6584833,589011964
2017-05-09,20100,Jake Paul,5056387,5638139,595596797
2017-05-10,24781,Jake Paul,5076487,5767013,601234936
2017-05-11,40711,Jake Paul,5101268,4372340,607001949
2017-05-12,50165,Jake Paul,5141979,6999349,611374289
2017-05-13,41045,Jake Paul,5192144,7161884,618373638
2017-05-14,30267,Jake Paul,5233189,7548371,625535522
2017-05-15,27800,Jake Paul,5263456,7142330,633083893
2017-05-16,20876,Jake Paul,5291256,5740812,640226223
2017-05-17,16536,Jake Paul,5312132,5668026,645967035
2017-05-18,19069,Jake Paul,5328668,5927958,651635061
2017-05-19,24208,Jake Paul,5347737,5567274,657563019
2017-05-20,27641,Jake Paul,5371945,5565301,663130293
2017-05-21,20866,Jake Paul,5399586,13392075,668695594
2017-05-22,19254,Jake Paul,5420452,0,682087669
2017-05-23,21004,Jake Paul,5439706,11740328,682087669
2017-05-24,23611,Jake Paul,5460710,5489830,693827997
2017-05-25,25851,Jake Paul,5484321,5917836,699317827
2017-05-26,30749,Jake Paul,5510172,0,705235663
2017-05-27,28133,Jake Paul,5540921,6581700,705235663
2017-05-28,32197,Jake Paul,5569054,6916344,711817363
2017-05-29,42256,Jake Paul,5601251,7501303,718733707
2017-05-30,58267,Jake Paul,5643507,7267709,726235010
2017-05-31,47958,Jake Paul,5701774,10942752,733502719
2017-06-01,34364,Jake Paul,5749732,13614306,744445471
2017-06-02,44189,Jake Paul,5784096,12181259,758059777
2017-06-03,53664,Jake Paul,5828285,12261128,770241036
2017-06-04,45682,Jake Paul,5881949,13376738,782502164
2017-06-05,94959,Jake Paul,5927631,14513649,795878902
2017-06-06,87388,Jake Paul,6022590,12163633,810392551
2017-06-07,58422,Jake Paul,6109978,13580909,822556184
2017-06-08,21513,Jake Paul,6168400,14416235,836137093
2017-06-09,38332,Jake Paul,6189913,26049110,850553328
2017-06-10,60795,Jake Paul,6228245,0,876602438
2017-06-11,76926,Jake Paul,6289040,14212473,876602438
2017-06-12,72691,Jake Paul,6365966,17650894,890814911
2017-06-13,63294,Jake Paul,6438657,16721943,908465805
2017-06-14,55921,Jake Paul,6501951,15018825,925187748
2017-06-15,53077,Jake Paul,6557872,14237275,940206573
2017-06-16,51382,Jake Paul,6610949,14819642,954443848
2017-06-17,51516,Jake Paul,6662331,14903299,969263490
2017-06-18,65612,Jake Paul,6713847,18036380,984166789
2017-06-19,88034,Jake Paul,6779459,15015694,1002203169
2017-06-20,122845,Jake Paul,6867493,18546659,1017218863
2017-06-21,104755,Jake Paul,6990338,19749305,1035765522
2017-06-22,86788,Jake Paul,7095093,22556681,1055514827
2017-06-23,69618,Jake Paul,7181881,20567083,1078071508
2017-06-24,63048,Jake Paul,7251499,19248032,1098638591
2017-06-25,74165,Jake Paul,7314547,16706482,1117886623
2017-06-26,69872,Jake Paul,7388712,16256087,1134593105
2017-06-27,72824,Jake Paul,7458584,16772742,1150849192
2017-06-28,62635,Jake Paul,7531408,17040287,1167621934
2017-06-29,63223,Jake Paul,7594043,18067895,1184662221
2017-06-30,55083,Jake Paul,7657266,14043678,1202730116
2017-07-01,48830,Jake Paul,7712349,17310452,1216773794
2017-07-02,41998,Jake Paul,7761179,14344989,1234084246
2017-07-03,45419,Jake Paul,7803177,13522063,1248429235
2017-05-29,405,Blaire White,309609,40287,25674893
2017-05-30,356,Blaire White,310014,41472,25715180
2017-05-31,431,Blaire White,310370,38009,25756652
2017-06-01,285,Blaire White,310801,128521,25794661
2017-06-02,245,Blaire White,311086,98519,25923182
2017-06-03,206,Blaire White,311331,69217,26021701
2017-06-04,354,Blaire White,311537,53832,26090918
2017-06-05,265,Blaire White,311891,51265,26144750
2017-06-06,582,Blaire White,312156,48959,26196015
2017-06-07,663,Blaire White,312738,40833,26244974
2017-06-08,455,Blaire White,313401,192890,26285807
2017-06-09,297,Blaire White,313856,160105,26478697
2017-06-10,333,Blaire White,314153,0,26638802
2017-06-11,272,Blaire White,314486,41969,26638802
2017-06-12,348,Blaire White,314758,80673,26680771
2017-06-13,388,Blaire White,315106,0,26761444
2017-06-14,404,Blaire White,315494,41074,26761444
2017-06-15,394,Blaire White,315898,138019,26802518
2017-06-16,299,Blaire White,316292,73705,26940537
2017-06-17,778,Blaire White,316591,74659,27014242
2017-06-18,937,Blaire White,317369,58869,27088901
2017-06-19,639,Blaire White,318306,384755,27147770
2017-06-20,615,Blaire White,318945,0,27532525
2017-06-21,555,Blaire White,319560,85956,27532525
2017-06-22,513,Blaire White,320115,70299,27618481
2017-06-23,485,Blaire White,320628,121984,27688780
2017-06-24,506,Blaire White,321113,0,27810764
2017-06-25,448,Blaire White,321619,53257,27810764
2017-06-26,638,Blaire White,322067,55996,27864021
2017-06-27,611,Blaire White,322705,57549,27920017
2017-06-28,546,Blaire White,323316,61261,27977566
2017-06-29,868,Blaire White,323862,63228,28038827
2017-06-30,503,Blaire White,324730,250065,28102055
2017-07-01,310,Blaire White,325233,145086,28352120
2017-07-02,179,Blaire White,325543,76435,28497206
2017-07-03,300,Blaire White,325722,55011,28573641
2017-07-04,389,Blaire White,326022,45122,28628652
2017-07-05,354,Blaire White,326411,44533,28673774
2017-07-06,368,Blaire White,326765,46819,28718307
2017-07-07,321,Blaire White,327133,46549,28765126
2017-07-08,472,Blaire White,327454,42704,28811675
2017-07-09,544,Blaire White,327926,42028,28854379
2017-07-10,398,Blaire White,328470,177514,28896407
2017-07-11,243,Blaire White,328868,114327,29073921
2017-07-12,257,Blaire White,329111,70124,29188248
2017-07-13,263,Blaire White,329368,209021,29258372
2017-07-14,188,Blaire White,329631,95994,29467393
2017-07-15,239,Blaire White,329819,0,29563387
2017-07-16,399,Blaire White,330058,107030,29563387
2017-07-17,288,Blaire White,330457,54758,29670417
2017-07-18,604,Blaire White,330745,54748,29725175
2017-07-19,741,Blaire White,331349,50748,29779923
2017-07-20,544,Blaire White,332090,230593,29830671
2017-07-21,433,Blaire White,332634,149683,30061264
2017-07-22,337,Blaire White,333067,90658,30210947
2017-07-23,395,Blaire White,333404,81033,30301605
2017-07-24,433,Blaire White,333799,76940,30382638
2017-07-25,363,Blaire White,334232,63299,30459578
2017-07-26,349,Blaire White,334595,62985,30522877
2017-07-27,398,Blaire White,334944,51410,30585862
2017-07-28,300,Blaire White,335342,47742,30637272
2017-07-29,286,Blaire White,335642,47311,30685014
2017-06-30,359,Simply_Kenna,870562,-5658,40471104
2017-07-01,449,Simply_Kenna,870921,28615,40465446
2017-07-02,556,Simply_Kenna,871370,-1199396,40494061
2017-07-03,509,Simply_Kenna,871926,-184254,39294665
2017-07-04,292,Simply_Kenna,872435,29522,39110411
2017-07-05,299,Simply_Kenna,872727,26637,39139933
2017-07-06,287,Simply_Kenna,873026,25732,39166570
2017-07-07,268,Simply_Kenna,873313,-238282,39192302
2017-07-08,-192,Simply_Kenna,873581,26130,38954020
2017-07-09,-1617,Simply_Kenna,873389,30672,38980150
2017-07-10,-253,Simply_Kenna,871772,48770,39010822
2017-07-11,-277,Simply_Kenna,871519,123950,39059592
2017-07-12,105,Simply_Kenna,871242,56182,39183542
2017-07-13,97,Simply_Kenna,871347,41982,39239724
2017-07-14,171,Simply_Kenna,871444,36185,39281706
2017-07-15,-5,Simply_Kenna,871615,0,39317891
2017-07-16,91,Simply_Kenna,871610,65828,39317891
2017-07-17,66,Simply_Kenna,871701,32900,39383719
2017-07-18,104,Simply_Kenna,871767,29984,39416619
2017-07-19,165,Simply_Kenna,871871,29126,39446603
2017-07-20,-46,Simply_Kenna,872036,28113,39475729
2017-07-21,-1191,Simply_Kenna,871990,27869,39503842
2017-07-22,-939,Simply_Kenna,870799,29369,39531711
2017-07-23,-1123,Simply_Kenna,869860,92719,39561080
2017-07-24,-481,Simply_Kenna,868737,69876,39653799
2017-07-25,-718,Simply_Kenna,868256,90545,39723675
2017-07-26,-300,Simply_Kenna,867538,54155,39814220
2017-07-27,-354,Simply_Kenna,867238,67478,39868375
2017-07-28,-293,Simply_Kenna,866884,48858,39935853
2017-07-29,-3485,Simply_Kenna,866591,47403,39984711
2017-07-30,-4784,Simply_Kenna,863106,42399,40032114
2017-07-31,-1541,Simply_Kenna,858322,-1179874,40074513
2017-08-01,-894,Simply_Kenna,856781,148453,38894639
2017-08-02,-573,Simply_Kenna,855887,93500,39043092
2017-08-03,-326,Simply_Kenna,855314,61976,39136592
2017-08-04,-3103,Simply_Kenna,854988,-48809,39198568
2017-08-05,-1056,Simply_Kenna,851885,-226119,39149759
2017-08-06,-387,Simply_Kenna,850829,130875,38923640
2017-08-07,-255,Simply_Kenna,850442,66919,39054515
2017-08-08,-84,Simply_Kenna,850187,-261405,39121434
2017-08-09,-666,Simply_Kenna,850103,44956,38860029
2017-08-10,-125,Simply_Kenna,849437,44513,38904985
2017-08-11,88,Simply_Kenna,849312,-1843323,38949498
2017-08-12,154,Simply_Kenna,849400,214849,37106175
2017-08-13,39,Simply_Kenna,849554,0,37321024
2017-08-14,-794,Simply_Kenna,849593,78592,37321024
2017-08-15,-549,Simply_Kenna,848799,65510,37399616
2017-08-16,-88,Simply_Kenna,848250,0,37465126
2017-08-17,16,Simply_Kenna,848162,234824,37465126
2017-08-18,31,Simply_Kenna,848178,54400,37699950
2017-08-19,-21,Simply_Kenna,848209,39265,37754350
2017-08-20,-1743,Simply_Kenna,848188,34292,37793615
2017-08-21,68,Simply_Kenna,846445,44316,37827907
2017-08-22,67,Simply_Kenna,846513,-7916,37872223
2017-08-23,116,Simply_Kenna,846580,47101,37864307
2017-08-24,-356,Simply_Kenna,846696,33656,37911408
2017-08-25,-381,Simply_Kenna,846340,53123,37945064
2017-08-26,28,Simply_Kenna,845959,68519,37998187
2017-08-27,36,Simply_Kenna,845987,60690,38066706
2017-08-28,258,Simply_Kenna,846023,43847,38127396
2017-08-29,-278,Simply_Kenna,846281,30167,38171243
2017-08-30,365,Simply_Kenna,846003,29127,38201410
2017-08-12,14609,PewDiePie,56859584,17256615,15941372993
2017-08-13,17372,PewDiePie,56874193,0,15958629608
2017-08-14,12593,PewDiePie,56891565,8409469,15958629608
2017-08-15,10949,PewDiePie,56904158,7079401,15967039077
2017-08-16,22869,PewDiePie,56915107,-1415650,15974118478
2017-08-17,20337,PewDiePie,56937976,14075415,15972702828
2017-08-18,21775,PewDiePie,56958313,2821915,15986778243
2017-08-19,22748,PewDiePie,56980088,4486129,15989600158
2017-08-20,17164,PewDiePie,57002836,4411249,15994086287
2017-08-21,11955,PewDiePie,57020000,4593151,15998497536
2017-08-22,18360,PewDiePie,57031955,2,16003090687
2017-08-23,18495,PewDiePie,57050315,5688162,16003090689
2017-08-24,11587,PewDiePie,57068810,7888943,16008778851
2017-08-25,15587,PewDiePie,57080397,14573654,16016667794
2017-08-26,15183,PewDiePie,57095984,6626606,16031241448
2017-08-27,9928,PewDiePie,57111167,6203155,16037868054
2017-08-28,4271,PewDiePie,57121095,4845160,16044071209
2017-08-29,12819,PewDiePie,57125366,4843317,16048916369
2017-08-30,11838,PewDiePie,57138185,5312393,16053759686
2017-08-31,14823,PewDiePie,57150023,7167992,16059072079
2017-09-01,13735,PewDiePie,57164846,6806026,16066240071
2017-09-02,12229,PewDiePie,57178581,7513563,16073046097
2017-09-03,9733,PewDiePie,57190810,5396863,16080559660
2017-09-04,8304,PewDiePie,57200543,5550245,16085956523
2017-09-05,8301,PewDiePie,57208847,6417217,16091506768
2017-09-06,10651,PewDiePie,57217148,4098512,16097923985
2017-09-07,5705,PewDiePie,57227799,4488715,16102022497
2017-09-08,6721,PewDiePie,57233504,4920845,16106511212
2017-09-09,7561,PewDiePie,57240225,7447942,16111432057
2017-09-10,1831,PewDiePie,57247786,6132252,16118879999
2017-09-11,11625,PewDiePie,57249617,1485464,16125012251
2017-09-12,11196,PewDiePie,57261242,2559222,16126497715
2017-09-13,9473,PewDiePie,57272438,-10096710,16129056937
2017-09-14,10440,PewDiePie,57281911,6954139,16118960227
2017-09-15,10758,PewDiePie,57292351,5931939,16125914366
2017-09-16,8707,PewDiePie,57303109,4330771,16131846305
2017-09-17,731,PewDiePie,57311816,5743337,16136177076
2017-09-18,1815,PewDiePie,57312547,5876325,16141920413
2017-09-19,3172,PewDiePie,57314362,9829257,16147796738
2017-09-20,1173,PewDiePie,57317534,0,16157625995
2017-09-21,3681,PewDiePie,57318707,12907406,16157625995
2017-09-22,7976,PewDiePie,57322388,0,16170533401
2017-09-23,8381,PewDiePie,57330364,3183886,16170533401
2017-09-24,4968,PewDiePie,57338745,6487135,16173717287
2017-09-25,2385,PewDiePie,57343713,4428402,16180204422
2017-09-26,2468,PewDiePie,57346098,5754088,16184632824
2017-09-27,510,PewDiePie,57348566,5347114,16190386912
2017-09-28,7154,PewDiePie,57349076,-62248522,16195734026
2017-09-29,9012,PewDiePie,57356230,5189907,16133485504
2017-09-30,8380,PewDiePie,57365242,5013122,16138675411
2017-10-01,8887,PewDiePie,57373622,4486146,16143688533
2017-10-02,14281,PewDiePie,57382509,5203559,16148174679
2017-10-03,14552,PewDiePie,57396790,-7961520,16153378238
2017-10-04,9738,PewDiePie,57411342,6247063,16145416718
2017-10-05,11383,PewDiePie,57421080,6376036,16151663781
2017-10-06,13361,PewDiePie,57432463,6868422,16158039817
2017-10-07,9811,PewDiePie,57445824,7704006,16164908239
2017-10-08,12314,PewDiePie,57455635,7827402,16172612245
